Dates,PE_RATIO,PX_TO_BOOK_RATIO,PX_TO_SALES_RATIO,EARN_YLD
10/1/2013,15.4355,2.495,1.5112,6.4786
10/2/2013,15.4252,2.4933,1.5102,6.4829
10/3/2013,15.2867,2.4709,1.4966,6.5416
10/4/2013,15.3945,2.4883,1.5072,6.4958
10/7/2013,15.2636,2.4672,1.4944,6.5515
10/8/2013,15.0753,2.4367,1.4759,6.6334
10/9/2013,15.084,2.4381,1.4768,6.6295
10/10/2013,15.4133,2.4914,1.509,6.4879
10/11/2013,15.5102,2.507,1.5185,6.4474
10/14/2013,15.5734,2.5172,1.5247,6.4212
10/15/2013,15.4634,2.4995,1.5139,6.4669
10/16/2013,15.6772,2.534,1.5348,6.3787
10/17/2013,15.7829,2.5511,1.5452,6.336
10/18/2013,15.8863,2.5678,1.5553,6.2947
10/21/2013,15.8877,2.5681,1.5555,6.2942
10/22/2013,15.9789,2.5828,1.5644,6.2583
10/23/2013,15.9034,2.5706,1.557,6.288
10/24/2013,15.9553,2.579,1.5621,6.2675
10/25/2013,16.0255,2.5903,1.5689,6.24
10/28/2013,16.0468,2.5939,1.571,6.2318
10/29/2013,16.1364,2.6083,1.5798,6.1972
10/30/2013,16.0578,2.5956,1.5721,6.2275
10/31/2013,15.9961,2.5857,1.5661,6.2515
11/1/2013,16.0425,2.5932,1.5706,6.2334
11/4/2013,16.0998,2.6024,1.5762,6.2112
11/5/2013,16.0547,2.5951,1.5718,6.2287
11/6/2013,16.1231,2.6062,1.5785,6.2023
11/7/2013,15.9106,2.5718,1.5577,6.2851
11/8/2013,16.1242,2.6064,1.5786,6.2018
11/11/2013,16.1359,2.6083,1.5798,6.1974
11/12/2013,16.0976,2.6021,1.576,6.2121
11/13/2013,16.228,2.6231,1.5888,6.1622
11/14/2013,16.3065,2.6358,1.5965,6.1325
11/15/2013,16.3753,2.647,1.6032,6.1068
11/18/2013,15.8357,2.5848,1.5751,6.3148
11/19/2013,15.802,2.5805,1.5719,6.3283
11/20/2013,15.7442,2.5706,1.5657,6.3515
11/21/2013,15.8774,2.5929,1.5784,6.2983
11/22/2013,15.9566,2.6058,1.5862,6.267
11/25/2013,15.9365,2.6025,1.5842,6.2749
11/26/2013,15.9556,2.6021,1.5843,6.2674
11/27/2013,15.9952,2.6085,1.5882,6.2519
11/28/2013,15.9952,2.6084,1.5882,6.2519
11/29/2013,15.9827,2.6064,1.587,6.2568
12/2/2013,15.9392,2.5993,1.5826,6.2738
12/3/2013,15.8882,2.591,1.5776,6.294
12/4/2013,15.8673,2.5876,1.5756,6.3023
12/5/2013,15.7986,2.5764,1.5688,6.3297
12/6/2013,15.9761,2.6053,1.5864,6.2593
12/9/2013,16.0047,2.6099,1.5893,6.2482
12/10/2013,15.9541,2.6017,1.5842,6.268
12/11/2013,15.7735,2.5724,1.5663,6.3398
12/12/2013,15.714,2.5627,1.5604,6.3638
12/13/2013,15.7123,2.5624,1.5602,6.3644
12/16/2013,15.8101,2.5786,1.5701,6.3251
12/17/2013,15.7611,2.5706,1.5652,6.3447
12/18/2013,16.026,2.6133,1.5912,6.2399
12/19/2013,16.0163,2.6118,1.5903,6.2436
12/20/2013,16.0935,2.6244,1.598,6.2137
12/23/2013,16.1791,2.6383,1.6065,6.1808
12/24/2013,16.2263,2.646,1.6111,6.1628
12/25/2013,16.2263,2.646,1.6111,6.1628
12/26/2013,16.3033,2.6586,1.6188,6.1337
12/27/2013,16.2978,2.6577,1.6182,6.1358
12/30/2013,16.2949,2.6572,1.6179,6.1369
12/31/2013,16.3581,2.6633,1.6244,6.1132
1/1/2014,16.3569,2.6633,1.6244,6.1136
1/2/2014,16.2119,2.6397,1.61,6.1683
1/3/2014,16.2065,2.6388,1.6094,6.1704
1/6/2014,16.1658,2.6322,1.6054,6.1859
1/7/2014,16.2641,2.6482,1.6152,6.1485
1/8/2014,16.2607,2.6477,1.6148,6.1498
1/9/2014,16.2664,2.6486,1.6154,6.1477
1/10/2014,16.3039,2.6547,1.6191,6.1335
1/13/2014,16.0988,2.6213,1.5987,6.2116
1/14/2014,16.273,2.6497,1.616,6.1452
1/15/2014,16.3571,2.6633,1.6244,6.1136
1/16/2014,16.335,2.6598,1.6222,6.1218
1/17/2014,16.2714,2.6494,1.6159,6.1458
1/20/2014,16.2714,2.6494,1.6159,6.1458
1/21/2014,16.3165,2.6567,1.6204,6.1288
1/22/2014,16.3259,2.6583,1.6213,6.1252
1/23/2014,16.1808,2.6346,1.6069,6.1802
1/24/2014,15.843,2.5796,1.5733,6.3119
1/27/2014,15.7657,2.5671,1.5657,6.3429
1/28/2014,15.8625,2.5828,1.5753,6.3042
1/29/2014,15.7006,2.5565,1.5592,6.3692
1/30/2014,15.8775,2.5853,1.5768,6.2982
1/31/2014,15.7748,2.5685,1.5666,6.3392
2/3/2014,15.4147,2.5099,1.5308,6.4873
2/4/2014,15.5325,2.5291,1.5425,6.4381
2/5/2014,15.5008,2.524,1.5393,6.4513
2/6/2014,15.6936,2.5553,1.5585,6.372
2/7/2014,15.9023,2.5893,1.5792,6.2884
2/10/2014,15.9273,2.5934,1.5817,6.2785
2/11/2014,16.1035,2.6221,1.5992,6.2098
2/12/2014,16.0991,2.6214,1.5988,6.2115
2/13/2014,16.1927,2.6366,1.6081,6.1756
2/14/2014,16.2706,2.6493,1.6158,6.1461
2/17/2014,16.2706,2.6493,1.6158,6.1461
2/18/2014,16.2894,2.6523,1.6177,6.139
2/19/2014,16.1831,2.635,1.6071,6.1793
2/20/2014,17.0888,2.5807,1.6204,5.8518
2/21/2014,17.0534,2.5741,1.6407,5.8639
2/24/2014,17.162,2.5864,1.6507,5.8268
2/25/2014,17.131,2.5842,1.6487,5.8374
2/26/2014,17.154,2.5817,1.6275,5.8295
2/27/2014,17.2427,2.589,1.6355,5.7996
2/28/2014,17.2955,2.5924,1.6396,5.7819
3/3/2014,16.9218,2.57,1.6274,5.9095
3/4/2014,17.1801,2.6096,1.6522,5.8207
3/5/2014,17.179,2.6094,1.6521,5.8211
3/6/2014,17.1982,2.614,1.655,5.8146
3/7/2014,17.2075,2.6154,1.6559,5.8114
3/10/2014,17.2026,2.6149,1.6552,5.8131
3/11/2014,17.1151,2.6016,1.6467,5.8428
3/12/2014,17.1204,2.6024,1.6473,5.841
3/13/2014,16.9199,2.5719,1.628,5.9102
3/14/2014,16.8722,2.5646,1.6234,5.9269
3/17/2014,17.0344,2.5893,1.639,5.8705
3/18/2014,17.1573,2.6079,1.6508,5.8284
3/19/2014,17.0521,2.592,1.6407,5.8644
3/20/2014,17.1548,2.6076,1.6506,5.8293
3/21/2014,17.1043,2.6,1.6458,5.8465
3/24/2014,17.0211,2.5874,1.6378,5.8751
3/25/2014,17.098,2.5988,1.645,5.8486
3/26/2014,16.9797,2.5807,1.6335,5.8894
3/27/2014,16.9474,2.5753,1.6304,5.9006
3/28/2014,17.0261,2.5872,1.638,5.8733
3/31/2014,17.1605,2.6077,1.6509,5.8273
4/1/2014,17.2765,2.6261,1.6621,5.7882
4/2/2014,17.3259,2.6336,1.6668,5.7717
4/3/2014,17.3053,2.6306,1.6649,5.7786
4/4/2014,17.0883,2.5976,1.644,5.852
4/7/2014,16.9046,2.5697,1.6264,5.9156
4/8/2014,16.968,2.5793,1.6325,5.8934
4/9/2014,17.1532,2.6075,1.6503,5.8298
4/10/2014,16.795,2.553,1.6158,5.9542
4/11/2014,16.6357,2.5288,1.6005,6.0112
4/14/2014,16.7724,2.5496,1.6137,5.9622
4/15/2014,16.8857,2.5668,1.6246,5.9222
4/16/2014,17.0628,2.5938,1.6416,5.8607
4/17/2014,17.0861,2.5973,1.6438,5.8527
4/18/2014,17.0861,2.5973,1.6438,5.8527
4/21/2014,17.1506,2.6071,1.65,5.8307
4/22/2014,17.2208,2.6178,1.6568,5.8069
4/23/2014,17.2067,2.6135,1.6552,5.8117
4/24/2014,17.2363,2.618,1.658,5.8017
4/25/2014,17.0967,2.5968,1.6446,5.8491
4/28/2014,17.152,2.6052,1.6499,5.8302
4/29/2014,17.2339,2.6176,1.6577,5.8025
4/30/2014,17.2839,2.6254,1.6627,5.7857
5/1/2014,17.2799,2.625,1.6625,5.7871
5/2/2014,17.2566,2.6215,1.6602,5.7949
5/5/2014,17.2889,2.6264,1.6633,5.7841
5/6/2014,17.1335,2.6028,1.6484,5.8365
5/7/2014,17.2297,2.6174,1.6576,5.8039
5/8/2014,17.206,2.6138,1.6554,5.8119
5/9/2014,17.2322,2.6178,1.6579,5.8031
5/12/2014,17.3989,2.6431,1.6739,5.7475
5/13/2014,17.4062,2.6442,1.6746,5.7451
5/14/2014,17.3244,2.6318,1.6667,5.7722
5/15/2014,16.9655,2.6002,1.6366,5.8943
5/16/2014,17.0292,2.6098,1.6428,5.8723
5/19/2014,17.0943,2.6198,1.6491,5.8499
5/20/2014,16.9865,2.6031,1.6384,5.887
5/21/2014,17.128,2.624,1.6518,5.8384
5/22/2014,17.1726,2.6302,1.6557,5.8232
5/23/2014,17.2456,2.6414,1.6628,5.7986
5/26/2014,17.2456,2.6414,1.6628,5.7986
5/27/2014,17.3488,2.6572,1.6727,5.7641
5/28/2014,17.3302,2.6543,1.6709,5.7703
5/29/2014,17.423,2.6682,1.6798,5.7395
5/30/2014,17.4551,2.6732,1.6829,5.729
6/2/2014,17.4678,2.6751,1.6841,5.7248
6/3/2014,17.4613,2.6743,1.6835,5.7269
6/4/2014,17.4946,2.6793,1.6867,5.7161
6/5/2014,17.6087,2.6968,1.6978,5.679
6/6/2014,17.6902,2.7095,1.7056,5.6529
6/9/2014,17.7068,2.712,1.7072,5.6476
6/10/2014,17.7024,2.7113,1.7068,5.649
6/11/2014,17.6391,2.7017,1.7007,5.6692
6/12/2014,17.5114,2.6826,1.6887,5.7106
6/13/2014,17.5663,2.691,1.694,5.6927
6/16/2014,17.581,2.6933,1.6954,5.688
6/17/2014,17.6192,2.6991,1.6991,5.6756
6/18/2014,17.7552,2.7199,1.7122,5.6322
6/19/2014,17.7778,2.7225,1.7143,5.625
6/20/2014,17.8094,2.7272,1.7173,5.615
6/23/2014,17.807,2.7269,1.7171,5.6158
6/24/2014,17.6924,2.7093,1.706,5.6521
6/25/2014,17.7791,2.7226,1.7144,5.6246
6/26/2014,17.7582,2.7194,1.7123,5.6312
6/27/2014,17.7921,2.7246,1.7156,5.6205
6/30/2014,17.7855,2.7236,1.715,5.6226
7/1/2014,17.8936,2.7418,1.7247,5.5886
7/2/2014,17.9054,2.7436,1.7259,5.5849
7/3/2014,18.0035,2.7586,1.7353,5.5545
7/4/2014,18.0035,2.7586,1.7353,5.5545
7/7/2014,17.9329,2.7478,1.7285,5.5763
7/8/2014,17.8065,2.7284,1.7163,5.6159
7/9/2014,17.8892,2.7411,1.7243,5.59
7/10/2014,17.8153,2.7298,1.7172,5.6132
7/11/2014,17.8415,2.7338,1.7197,5.6049
7/14/2014,17.9279,2.747,1.728,5.5779
7/15/2014,17.8933,2.7417,1.7247,5.5887
7/16/2014,17.9684,2.7532,1.7319,5.5653
7/17/2014,17.7558,2.7206,1.7114,5.632
7/18/2014,17.938,2.7486,1.729,5.5747
7/21/2014,17.8964,2.7422,1.725,5.5877
7/22/2014,17.9862,2.7559,1.7336,5.5598
7/23/2014,18.0178,2.7608,1.7367,5.5501
7/24/2014,18.0266,2.7621,1.7375,5.5474
7/25/2014,17.9392,2.7487,1.7291,5.5744
7/28/2014,17.9444,2.7495,1.7296,5.5728
7/29/2014,17.8631,2.7371,1.7218,5.5981
7/30/2014,17.8642,2.7372,1.7219,5.5978
7/31/2014,17.507,2.6825,1.6874,5.712
8/1/2014,17.4569,2.6748,1.6826,5.7284
8/4/2014,17.5824,2.6941,1.6947,5.6875
8/5/2014,17.4121,2.668,1.6783,5.7431
8/6/2014,17.4124,2.668,1.6783,5.743
8/7/2014,17.3156,2.6532,1.669,5.7751
8/8/2014,17.5153,2.6838,1.6882,5.7093
8/11/2014,17.5636,2.6912,1.6929,5.6936
8/12/2014,17.5349,2.6868,1.6901,5.7029
8/13/2014,17.6525,2.7048,1.7015,5.6649
8/14/2014,17.4097,2.6769,1.7101,5.7439
8/15/2014,17.4105,2.6767,1.71,5.7437
8/18/2014,17.559,2.6997,1.7246,5.6951
8/19/2014,17.6444,2.7135,1.7331,5.6675
8/20/2014,17.6909,2.7208,1.7373,5.6526
8/21/2014,17.7483,2.7289,1.7424,5.6344
8/22/2014,17.7177,2.7234,1.7389,5.6441
8/25/2014,17.8025,2.7364,1.7473,5.6172
8/26/2014,17.8192,2.7392,1.7491,5.6119
8/27/2014,17.8209,2.7393,1.7492,5.6114
8/28/2014,17.7966,2.7347,1.7463,5.6191
8/29/2014,17.856,2.7437,1.7521,5.6004
9/1/2014,17.856,2.7437,1.7521,5.6004
9/2/2014,17.8462,2.7422,1.7511,5.6034
9/3/2014,17.8317,2.7403,1.7497,5.608
9/4/2014,17.8044,2.7361,1.747,5.6166
9/5/2014,17.894,2.7499,1.7558,5.5885
9/8/2014,17.8393,2.7414,1.7505,5.6056
9/9/2014,17.7225,2.7235,1.739,5.6425
9/10/2014,17.787,2.7334,1.7453,5.6221
9/11/2014,17.8029,2.7357,1.7468,5.6171
9/12/2014,17.6966,2.7194,1.7364,5.6508
9/15/2014,17.684,2.7175,1.7352,5.6548
9/16/2014,17.8164,2.7378,1.7481,5.6128
9/17/2014,17.8394,2.7413,1.7504,5.6056
9/18/2014,17.9267,2.7548,1.759,5.5783
9/19/2014,17.9181,2.7534,1.7581,5.5809
9/22/2014,17.7746,2.7314,1.744,5.626
9/23/2014,17.6718,2.7156,1.734,5.6587
9/24/2014,17.8101,2.7369,1.7475,5.6148
9/25/2014,17.5221,2.6926,1.7193,5.7071
9/26/2014,17.6724,2.7157,1.734,5.6585
9/29/2014,17.6274,2.7088,1.7296,5.673
9/30/2014,17.5782,2.7013,1.7248,5.6888
10/1/2014,17.3438,2.6655,1.7016,5.7658
10/2/2014,17.3438,2.6655,1.7017,5.7657
10/3/2014,17.5375,2.6952,1.7207,5.7021
10/6/2014,17.51,2.691,1.718,5.711
10/7/2014,17.2451,2.6503,1.692,5.7987
10/8/2014,17.5463,2.6966,1.7215,5.6992
10/9/2014,17.1837,2.6409,1.6859,5.8195
10/10/2014,16.9872,2.6107,1.6666,5.8868
10/13/2014,16.7075,2.5677,1.6392,5.9854
10/14/2014,16.7338,2.5717,1.6418,5.9759
10/15/2014,16.5983,2.5509,1.6285,6.0247
10/16/2014,16.6007,2.5513,1.6287,6.0238
10/17/2014,16.8146,2.5841,1.6497,5.9472
10/20/2014,16.9683,2.6077,1.6648,5.8933
10/21/2014,17.3005,2.6588,1.6974,5.7802
10/22/2014,17.1742,2.6394,1.685,5.8227
10/23/2014,17.3855,2.6719,1.7057,5.7519
10/24/2014,17.5081,2.6907,1.7178,5.7116
10/27/2014,17.4819,2.6867,1.7152,5.7202
10/28/2014,17.6905,2.7187,1.7356,5.6527
10/29/2014,17.666,2.715,1.7332,5.6606
10/30/2014,17.7761,2.7319,1.7441,5.6255
10/31/2014,17.9845,2.7639,1.7645,5.5603
11/3/2014,17.9823,2.7636,1.7643,5.561
11/4/2014,17.9314,2.7558,1.7593,5.5768
11/5/2014,18.0336,2.7715,1.7693,5.5452
11/6/2014,18.1017,2.782,1.776,5.5244
11/7/2014,18.1085,2.7829,1.7766,5.5223
11/10/2014,18.165,2.7916,1.7822,5.5051
11/11/2014,18.1777,2.7936,1.7834,5.5012
11/12/2014,18.1643,2.7916,1.7822,5.5053
11/13/2014,17.6854,2.7777,1.7674,5.6544
11/14/2014,17.6894,2.7784,1.7678,5.6531
11/17/2014,17.7066,2.78,1.7691,5.6476
11/18/2014,17.7978,2.7948,1.7782,5.6187
11/19/2014,17.7654,2.7899,1.7755,5.6289
11/20/2014,17.8008,2.7955,1.7789,5.6177
11/21/2014,17.8944,2.8101,1.7882,5.5883
11/24/2014,17.9461,2.8184,1.7933,5.5722
11/25/2014,17.9396,2.8163,1.7913,5.5743
11/26/2014,17.9889,2.8252,1.7957,5.559
11/27/2014,17.9889,2.8252,1.7957,5.559
11/28/2014,17.9432,2.818,1.7912,5.5731
12/1/2014,17.8208,2.7988,1.7789,5.6114
12/2/2014,17.9347,2.8169,1.7903,5.5758
12/3/2014,18.0143,2.8274,1.797,5.5511
12/4/2014,17.993,2.8243,1.7949,5.5577
12/5/2014,18.023,2.8291,1.7979,5.5485
12/8/2014,17.8926,2.8087,1.7849,5.5889
12/9/2014,17.8883,2.808,1.7845,5.5902
12/10/2014,17.5958,2.7621,1.7553,5.6832
12/11/2014,17.6757,2.7746,1.7632,5.6575
12/12/2014,17.3891,2.7296,1.7346,5.7507
12/15/2014,17.2788,2.7123,1.7236,5.7874
12/16/2014,17.1321,2.6893,1.709,5.837
12/17/2014,17.4808,2.7442,1.7438,5.7206
12/18/2014,17.9005,2.8101,1.7857,5.5864
12/19/2014,17.9816,2.823,1.7938,5.5613
12/22/2014,18.05,2.8337,1.8006,5.5402
12/23/2014,18.0815,2.8387,1.8038,5.5305
12/24/2014,18.079,2.8383,1.8035,5.5313
12/25/2014,18.079,2.8383,1.8035,5.5313
12/26/2014,18.1388,2.8477,1.8095,5.513
12/29/2014,18.1549,2.8501,1.8111,5.5082
12/30/2014,18.0661,2.8362,1.8022,5.5352
12/31/2014,17.8799,2.8069,1.7836,5.5929
1/1/2015,17.8799,2.8069,1.7837,5.5929
1/2/2015,17.8738,2.806,1.783,5.5948
1/5/2015,17.5471,2.7547,1.7504,5.6989
1/6/2015,17.3911,2.7302,1.7349,5.7501
1/7/2015,17.5933,2.762,1.7551,5.684
1/8/2015,17.908,2.8114,1.7865,5.5841
1/9/2015,17.7575,2.7877,1.7714,5.6314
1/12/2015,17.6138,2.7652,1.7571,5.6774
1/13/2015,17.5683,2.758,1.7526,5.6921
1/14/2015,17.4662,2.742,1.7424,5.7253
1/15/2015,17.3046,2.7167,1.7263,5.7788
1/16/2015,17.5369,2.7531,1.7494,5.7023
1/19/2015,17.5369,2.7531,1.7494,5.7023
1/20/2015,17.5641,2.7574,1.7521,5.6934
1/21/2015,17.6472,2.7704,1.7604,5.6666
1/22/2015,17.9166,2.8127,1.7873,5.5814
1/23/2015,17.8183,2.7973,1.7775,5.6122
1/26/2015,17.864,2.8045,1.7821,5.5979
1/27/2015,17.6248,2.7669,1.7582,5.6738
1/28/2015,17.3869,2.7296,1.7345,5.7514
1/29/2015,17.5527,2.7556,1.751,5.6971
1/30/2015,17.3247,2.7198,1.7283,5.7721
2/2/2015,17.5492,2.7551,1.7507,5.6983
2/3/2015,17.8026,2.7949,1.7759,5.6172
2/4/2015,17.7286,2.7832,1.7685,5.6406
2/5/2015,17.911,2.8119,1.7867,5.5831
2/6/2015,17.8498,2.8023,1.7806,5.6023
2/9/2015,17.774,2.7904,1.7731,5.6262
2/10/2015,17.964,2.8202,1.792,5.5667
2/11/2015,17.9635,2.8201,1.7919,5.5669
2/12/2015,18.1382,2.8473,1.8093,5.5132
2/13/2015,18.2122,2.8589,1.8167,5.4908
2/16/2015,18.2122,2.8589,1.8167,5.4908
2/17/2015,18.2412,2.8634,1.8196,5.4821
2/18/2015,18.2355,2.8625,1.819,5.4838
2/19/2015,18.1943,2.8764,1.8409,5.4962
2/20/2015,18.3586,2.8969,1.8518,5.447
2/23/2015,18.3786,2.8998,1.8512,5.4411
2/24/2015,18.4437,2.9117,1.8563,5.4219
2/25/2015,18.3877,2.9103,1.8264,5.4384
2/26/2015,18.4004,2.9108,1.8235,5.4347
2/27/2015,18.3226,2.9024,1.8169,5.4577
3/2/2015,18.3893,2.9229,1.8283,5.438
3/3/2015,18.3049,2.9095,1.8202,5.463
3/4/2015,18.2245,2.8972,1.8123,5.4871
3/5/2015,18.2456,2.9009,1.8144,5.4808
3/6/2015,17.9851,2.8601,1.7887,5.5602
3/9/2015,18.056,2.8714,1.7958,5.5383
3/10/2015,17.7497,2.8227,1.7653,5.6339
3/11/2015,17.7159,2.8173,1.762,5.6447
3/12/2015,17.9392,2.8528,1.7842,5.5744
3/13/2015,17.8302,2.8355,1.7733,5.6085
3/16/2015,18.0715,2.8738,1.7973,5.5336
3/17/2015,18.0115,2.8643,1.7913,5.552
3/18/2015,18.2305,2.8991,1.8131,5.4853
3/19/2015,18.1416,2.885,1.8043,5.5122
3/20/2015,18.3051,2.9111,1.8206,5.463
3/23/2015,18.2734,2.906,1.8174,5.4724
3/24/2015,18.1612,2.8882,1.8062,5.5063
3/25/2015,17.8967,2.8463,1.7799,5.5876
3/26/2015,17.8545,2.8393,1.7757,5.6008
3/27/2015,17.8968,2.846,1.7799,5.5876
3/30/2015,18.1157,2.8808,1.8017,5.5201
3/31/2015,17.9559,2.8555,1.7859,5.5692
4/1/2015,17.8814,2.8442,1.7782,5.5924
4/2/2015,17.9445,2.8542,1.7845,5.5727
4/3/2015,17.9445,2.8542,1.7845,5.5727
4/6/2015,18.0631,2.8731,1.7963,5.5361
4/7/2015,18.0259,2.8672,1.7926,5.5476
